,user_id,actual,own_rec
1718,1987,"[ 1216523  6796009 13010206  1352260 15833170 15512302 16272022  1166893
  1176514  1197431  1203392  1212361  1229005  1254542  1283091  1305798
  1309349  1333170  1350852  1353286  1420994  1422502  1440232 13009030
 13009718 13192240 15631489  1152792  1219801  1280208  1311202  1331582
  1343866  1361359  7025922  7411603 12379580 12697612 12814168 13877690
 15719418 15974061  1175488  1196832  1203555  1268160  1282407  1321573
  1381364  1420372  1431246  5126107 12670636  1182294  1188129  1261639
  1325129  1326274  1353730  1356453  5637678  9243225  9708850 12265093
 15974210  1166267  1195545  1196835  1203034  1293584  1391943  1405491
  1438773  5126277 13161095 15719035 15860303]","[1082185, 995242, 1029743, 1106523, 1133018]"
1719,1988,"[   32369    32916    36071    41743    43296    45243    46427    55375
    64754    68011    74980    81454    81823    91467   123522   197321
   201376   202930   403138   412101   417578   431546  5131886  8124123
  8124126 13137486  6534166   820895   965041  1106523   840361   887428
  1059922  5565392   856060   871756   923746   951763   967296   972931
  1003616  1007191  1014116  1038663  1060374  1065211  1087916  1101706
  1120275  1137850  5592931  9911484 16122463   844165   846959   852543
   853434   868415   869577   870547   875413   892920   901916   907099
   911812   913785   914190   914632   915715   920463   920799   922636
   928751   929668   933364   939770   948650   950030   956609   961554
   970455   973861   974265  1010029  1015231  1021116  1031083  1036419
  1039627  1041796  1045826  1049695  1051323  1054747  1067779  1068719
  1074362  1080472  1082735  1091499  1091520  1098066  1100705  1106396
  1112598  1124695  1132948  1136341  5592779  8205731  8291322  9297223
  9546982  9672070 12427461 12524067 12524323 13003101 13876669 15660032
 15741861 15927178 15927403 15927850 15972332 15972333 16733706 16809649
   999226  1069538   823031   850102   853887   903325   907392   908531
   923314   935578   980353   993466   995896  1027610  1032344  1079338
  6391532  6463724  6602697 12262830 13945181 15797818 16099997 16100266]","[1082185, 995242, 1029743, 1106523, 1133018]"
1720,1989,"[  833724   898847   900842   946276   965165   990453  1003188  1005186
  1077208  1082185  1105411  5569379  5589247 10284946   978270   995242
   999639  1040346  1109805  5592990  9858847  1087755 15927034   959409
  1110843  7441419   905817   988778  1101449  5564833  6772619  9676866
   872382   948420   978974  1058779   849003   855279   859063   863109
   870515   900418   906017   907132   948787   995785   995965  1036470
  1076195  1092149  1112073  1115335  1116096  1117143  5587502  5978648
  6534178   850841   912280   956672   957734  1089766  1105576   838136
   879734   931842  1007136  1041796  1043128 10285243 13008326   835098
   840227   851865   891612   912146   914957   929127   933060   965331
   969457   999858  1110764  9526241 15972112]","[1082185, 995242, 1029743, 1106523, 1133018]"
1721,1990,"[  824305   825731   828935   866227   995785  1022254  1024306  1029743
  1037332  1049897  1067749  1081533  1126899  9836460 12171407 12263788
 13007356 13007846 13008412 13987221 16734660 16809644   874753   961554
  1026094  1062572  1098066  1118627   835616   836703   843756   856942
   859075   865705   898034   929341   962568   976199   995965  1019643
  1028473  1041487  1064945  1082185  1106601  5978648  6039759 12696250
 13876901 15596709  6534178   840361   986947   820165   826790   830935
   856435   879735   896672   897007   925112   938190   994868  1006184
  1009047  1011089  1028816  1045220  1071625  1081177  1094924  1135071
  1136257 15596872 15716719]","[1082185, 995242, 1029743, 1106523, 1133018]"
1722,1991,"[  830920   931671  1056746  1077851 15777852   882441  1015597  9487512
  9526563   833723  7167218 15741531   865885   899617   922907  1044078
  1070105 16809685]","[1082185, 995242, 1029743, 1106523, 1133018]"
1723,1992,"[  845262   867366   895702   938920   940267   979987  1034956  1042438
  1043064  7409796  9297349 13381483   994895  1033044  1050741  1101418
 14050574]","[1082185, 995242, 1029743, 1106523, 1133018]"
1724,1993,"[  862010   926422   935959   991951  1005186   947076  9859112  1016800
  1133018 13095261  1007642  1043787  1082310  1125271  7441419 15926844
 16729299   842407   874587  1003257  7167836 10285106 13910611]","[1082185, 995242, 1029743, 1106523, 1133018]"
1725,1994,[  924611  6546065  9245246  9553091 10356240],"[1082185, 995242, 1029743, 1106523, 1133018]"
1726,1995,"[  822739   843756   852267   871573   871636   890490   892376   901062
   909306   914190   914957   915774   919766   940136   951539   965842
   971325  1020156  1029743  1034956  1044188  1046055  1048352  1055835
  1068719  1070272  1082185  1106523  1137507  5566309  7167945  8014645
  9396663  9396667  9677874  9832529  9832628 10204287 13008131 13039088
 13417249 14112072 15717115 15927812 16769644   839075   842707   848879
   860168   867020   881859   901806   930870   983316  1007269  1089812
  1132036  5589978  5590172  6979806  7409612  9420107 12487662 13416313
 13417835 13417836 14050434 14050843 15925073  6534178   828069   833025
   835576   839485   853205   862010   873761   878462   888217   904023
   911812   920813   923746   984143   995785  1013361  1034028  1045914
  1050131  1056010  1098485  1113415  1118598  5575128  7167847 10356679
 12349860 12487355 13842090 13945157   827628   854405   856515   862139
   884987   913425   915115   927019   958909   960278   996277  1003793
  1065016  1065208  1094767  1098310  5588582  6961508  9677236 12384694
 13776309 15778161 15778190 15924949 17214934   862826   863447   866227
   882305   883370   892520   909743   914885   949398   961554   962568
   972969   974306  1054819  1066731  1089996  1090676  1112592  5568732
  9265288 12263241 12487888 15595936 15596131 15596413 15830816 16219026
 16219163 16223051   840361   906883   999377  1052103  6463742  9925966
 13944858 13944905 13945189 15686737 15686963   845269   885217   891756
   897752   900358   962574   965208   976199  1043064  1079228  1087753
  9836140 13381483 15596933 15927781 15928064   819765   871756   959985
  1006184  1013641  1084555  1090819  6602669 13877248 15863832 16223167
 17215077   831628   832001   874058   874814   883621   938381   965697
   970030  1079542  1095001  1118614  8293050  8358424  9245106  9676741
  9705603  9834761 15596493 15596556 15597055   840587   824005   829982
   903233   912457  1022003  6534077  7168463  8149474  8181495 10356063
 10356147 12301475 12384539 12385339 12487752 15596308 15741298 15741433
   834484   839753   854852   869527   908684   922127   930603   973305
   974328   979746   994685   997702  1004906  1021562  1022843  1035303
  1079484  1083150  1118627  1132231  1136043  1138854  5978648  6039659
  8353113  9803199  9912215 12487689 12648967 12670071 13416925 13910429
 13911107 15686700 15860306 15927805 15928078 15971908   845265   894401
   995876  1096603  7166865  9333437 13213355 14025442 15566733   857503
   916122   959618   995242  1085719  1098189  1117249  1133018 10201695
 12130522 12171921 12810393 17241675 17249003   819643   842995   845208
   846562   863407   866594   867272   871300   907994   908064   926823
   938118   977344  1046816  1059994  1070845  1088634  1120349  6442778
  6463582  7441391  8160319  9553312 12810337 13911381 15926775]","[1082185, 995242, 1029743, 1106523, 1133018]"
1727,1996,"[ 6034577 16809497   838811   926233 15483282 17179627   873207   982213
  1014323  1047384  6549487 12987975   829179   968297  1099446   884896
   940766   981760  8181137  8293305 12384332 12384697   869048   943076
   975644  1003629  1049906  1092026  9858848   837569   926905  1074312
 12385340 15452631   849505   904236   851394   854852   889994   944836
   982493   987724  1077703  1115896  5995078 13008321 15571171]","[1082185, 995242, 1029743, 1106523, 1133018]"
1728,1997,"[ 1110843  6534178   821083   821562   822524   825445   828857   834158
   839192   848247   863506   879635   880253   903325   916122   916993
   918510   929416   936924   943646   951703   951746   968774   970714
   979239   979707   985889   986912   991575   994994  1000792  1003600
  1005809  1008675  1010051  1023546  1032856  1033347  1046047  1051468
  1066685  1075171  1085664  1090017  1103629  1110142  1110572  1117336
  1122115  1126899  1137726  5592779  5995853  6513994  7432219  7443450
  8181164  8203686  9297614  9487606 10344585 12731683 12754036 12949855
 13072689 13115787 13213315 13382402 13417250 13944905 15452336 15596418
 15597125 15741787   824037   833715   851865   887342   893018   903233
   923746   949334   961550  1022254  1023980  1058997  1073244  1093543
  1131169  7166969  8020151  8203601  9396888 10456457 12187910 13382213
 14025321 14110767 17208624   825135  6039710]","[1082185, 995242, 1029743, 1106523, 1133018]"
1729,1998,"[  827683  1053690  1133018  1106523 13210128   940700  1050968   826249
  1089108  6773204  6773219  7126663 15926887   916381   954486   954642
  1075637  1076738  1118074 14025461   896369   986327   874736   899617
   984677 16809685   856716   908531  6773238   946308  1030040  1044068
  1098692 16809471   833723  5592931 12781677  1117500  6773209]","[1082185, 995242, 1029743, 1106523, 1133018]"
1730,1999,[ 820165  847982  849701  910184  935968  962522  991411 1102456 9926758],"[1082185, 995242, 1029743, 1106523, 1133018]"
1731,2000,[ 842769  947146 9296856  819591 9527257],"[1082185, 995242, 1029743, 1106523, 1133018]"
1732,2001,[1020466],"[1082185, 995242, 1029743, 1106523, 1133018]"
1733,2002,"[  819518   822785   828077   835694   842368   843171   848268   850645
   851507   855288   858918   862799   865511   866534   882489   909273
   917381   923746   926905   927238   931777   957438   960732   961554
   979707   981888   998049  1000050  1004596  1006252  1033845  1048462
  1068708  1077490  1077931  1094371  1094619  1096622  1097704  1098066
  1122115  1130716  1131438  1138854  6463538  6979048  9445919 13876901
 13910288 13986397 14050574 15452241   825343   847270   903325   914957
   919682   946839   995785  1003188  1007796  1011504  1049788  1069039
  1082185  1106523  1135258  6919458  8119301   837751   866697   904636
   907014   907132   916122   929309   987724   989693   991442  1004945
  1006184  1014206  1058779  1110218  5568378  5580793  5592736  9677748
 12523993 12810436 15717074 15926886   829802  7441558 10204393]","[1082185, 995242, 1029743, 1106523, 1133018]"
1734,2003,"[  830582  1005186  1063207   829823   830228   835247   836758   848639
   861272   865392   867547   868888   880253   882247   888614   894406
   908489   927400   929668   953677   963835   964853   977344   978906
   992169  1003600  1006906  1018339  1024557  1028950  1029902  1038497
  1041796  1051093  1058997  1075074  1075300  1082185  1090017  1115801
  1122115  1125866  5591154  6602729  8014645  9483753  9859052 12673433
 12757280 13512707 15831480 15972565 12171656   824915   826816   838602
   855138   863506   885582   892008   909249   913785   925626   932863
   983316   990656  1000792  1022003  1022801  1055504  1098066  1116476
  1128016  5569471  8019417  8205620  9707010 10284746 10344585 10344714
 12301109 13213057 15927033  1095275 10345155]","[1082185, 995242, 1029743, 1106523, 1133018]"
1735,2004,"[  936909  5566070   821083   888543   889188   904236   918390   947797
   962717   986727  1004945  1022119  1024731  1036328  1065593  1069635
  5564901  5568758  9526537 13987006 13987135  1001602 12949301   854646
   859426   885307   885863   934399   940090   944466   970844   981760
   990797  1002499  1007152  1020175  1039781  1040807  1137775  5564850
  5565664  5568378  6514160  6552866  6772852  9527122  9803545 10285006
 13115525 13189861 15596112   846823  1006664  1039840  5571541  8015407
 15552453   845462   860776   874670   882604   888711   892294   903123
   904813   946077   946308   995242  1012307  1081479  1101422  1130915
  5978656  7409486  7432861  8014645  8358943  9296905 12582361 13190266
   827631   849843   850841   900586   920002   927265   944836   975460
   987044  1011303  1029968  1070803  1073902  1075170  1090040  1105616
  1108092  7147783  7441873  7467082  9526894 13115407 13115812 15925334
 15926863 15972074   823646   823990   879526   880228   886926   928104
   948509  1055425  1087955  1104056  1139954  5567057 10180500 15596799
   819978   862799   873331   902181   912890   961458  1019643  1029685
  1044207  1075283  1080215  1135768  5995503  8177622  8181159  9297571
  9677736  9858942 10285335 12171802 15596763 15927327 16221188   891148
   897354   937444   958153   977344  1058930  1093878  1102959  5591604
  9527325 13381483 13382073 13876686 15972567   880150   880969   890695
   913315   916122   922871   944439   946276   999104  1052512  1055712
  1060318  1078221  1090711  1109638  1115315  6944882  7147317  8018999
  9419441  9655212  9803207  9803483 13133697 15597022 15778436   944454
   974988  1056848  1080349  5582669  7168026  8091661 12523993 16769972
  1029125 13513220]","[1082185, 995242, 1029743, 1106523, 1133018]"
